Ligand.ApprovedSymbol	ligand_mouse	Receptor.ApprovedSymbol	receptor_mouse
HLA-B	H2-T24	KIR3DL1	Kir3dl1
HLA-B	H2-T24	KLRD1	Klrd1
HLA-B	H2-T24	LILRB1	NA
HLA-B	H2-T24	LILRB2	NA
HLA-C	H2-T24	CD3D	Cd3d
HLA-C	H2-T24	CD3G	Cd3g
HLA-C	H2-T24	DDR1	Ddr1
HLA-C	H2-T24	KIR2DL1	Kir3dl2
HLA-C	H2-T24	KIR2DL3	Kir3dl1
HLA-C	H2-T24	KIR2DS4	Kir3dl1
HLA-C	H2-T24	KIR3DL1	Kir3dl1
HLA-C	H2-T24	LILRA3	NA
HLA-C	H2-T24	LILRB1	NA
HLA-C	H2-T24	LILRB2	NA
HLA-C	H2-T24	NOTCH4	Notch4
HLA-C	H2-T24	SLC9C2	NA
HLA-E	H2-T24	KIR3DL1	Kir3dl1
HLA-E	H2-T24	KLRC1	Klrc3
HLA-E	H2-T24	KLRC2	Klrc1
HLA-E	H2-T24	KLRD1	Klrd1
HLA-E	H2-T24	SLC16A4	Slc16a4
HLA-G	H2-T24	CD4	Cd4
HLA-G	H2-T24	KIR2DL4	Kir3dl2
HLA-G	H2-T24	KLRC1	Klrc3
HLA-G	H2-T24	KLRD1	Klrd1
HLA-G	H2-T24	LILRB1	NA
HLA-G	H2-T24	LILRB2	NA
HMGB1	Hmgb1	SDC1	Sdc1
HMGB1	Hmgb1	THBD	Thbd
HP	Hp	ASGR1	Asgr1
HP	Hp	ASGR2	Asgr2
HP	Hp	ITGAM	Itgam
HP	Hp	ITGB2	Itgb2
HRAS	Hras	AGTR1	Agtr1a
HRAS	Hras	CAV1	Cav1
HRAS	Hras	GRIN2D	Grin2d
HRAS	Hras	INSR	Insr
HRAS	Hras	SDC2	Sdc2
HRAS	Hras	TLR2	Tlr2
HRAS	Hras	TLR9	Tlr9
HRG	Hrg	FCGR1A	Fcgr1
HSP90AA1	Hsp90aa1	CFTR	Cftr
HSP90AA1	Hsp90aa1	EGFR	Egfr
HSP90AA1	Hsp90aa1	FGFR3	Fgfr3
HSP90B1	Hsp90b1	ASGR1	Asgr1
HSP90B1	Hsp90b1	ERBB2	Erbb2
HSP90B1	Hsp90b1	LRP1	Lrp1
HSP90B1	Hsp90b1	TLR1	Tlr1
HSP90B1	Hsp90b1	TLR2	Tlr2
HSP90B1	Hsp90b1	TLR4	Tlr4
HSP90B1	Hsp90b1	TLR7	Tlr7
HSP90B1	Hsp90b1	TLR9	Tlr9
HSPA1A	Hspa1b	GRIN2D	Grin2d
HSPA1A	Hspa1b	TLR4	Tlr4
HSPG2	Hspg2	CHRM3	Chrm3
HSPG2	Hspg2	COL13A1	Col13a1
HSPG2	Hspg2	ITGA2	Itga2
HSPG2	Hspg2	ITGB1	Itgb1
HSPG2	Hspg2	PTPRS	Ptprs
HSPG2	Hspg2	SDC1	Sdc1
IAPP	Iapp	CALCR	Calcr
IAPP	Iapp	RAMP1	Ramp1
IAPP	Iapp	RAMP2	Ramp2
IAPP	Iapp	RAMP3	Ramp3
IBSP	Ibsp	ITGAV	Itgav
ICAM1	Icam1	CAV1	Cav1
ICAM1	Icam1	EGFR	Egfr
ICAM1	Icam1	IL2RA	Il2ra
ICAM1	Icam1	IL2RG	Il2rg
ICAM1	Icam1	ITGAL	Itgal
ICAM1	Icam1	ITGAM	Itgam
ICAM1	Icam1	ITGAX	Itgax
ICAM1	Icam1	ITGB2	Itgb2
ICAM2	Icam2	ITGAL	Itgal
ICAM2	Icam2	ITGAM	Itgam
ICAM2	Icam2	ITGB2	Itgb2
ICAM3	NA	CLEC4M	Cd209d
ICAM3	NA	ITGAD	Itgad
ICAM3	NA	ITGAL	Itgal
ICAM3	NA	ITGB2	Itgb2
ICAM4	Icam4	ITGA2B	Itga2b
ICAM4	Icam4	ITGA4	Itga4
ICAM4	Icam4	ITGAL	Itgal
ICAM4	Icam4	ITGAM	Itgam
ICAM4	Icam4	ITGAV	Itgav
ICAM4	Icam4	ITGB1	Itgb1
ICAM4	Icam4	ITGB2	Itgb2
ICAM4	Icam4	ITGB3	Itgb3
ICAM4	Icam4	RHAG	Rhag
ICAM5	Icam5	ITGAL	Itgal
ICAM5	Icam5	ITGB2	Itgb2
IFNA10	Ifna12	IFNAR1	Ifnar1
IFNA10	Ifna12	IFNAR2	Ifnar2
IFNA13	Ifna13	IFNAR1	Ifnar1
IFNA13	Ifna13	IFNAR2	Ifnar2
IFNA14	Ifna5	IFNAR1	Ifnar1
IFNA14	Ifna5	IFNAR2	Ifnar2
IFNA16	Ifna15	IFNAR1	Ifnar1
IFNA16	Ifna15	IFNAR2	Ifnar2
IFNA17	Ifna12	IFNAR1	Ifnar1
IFNA17	Ifna12	IFNAR2	Ifnar2
IFNA1	Ifna6	IFNAR1	Ifnar1
IFNA1	Ifna6	IFNAR2	Ifnar2
IFNA21	Ifna15	IFNAR1	Ifnar1
IFNA21	Ifna15	IFNAR2	Ifnar2
IFNA2	Ifna4	IFNAR1	Ifnar1
IFNA2	Ifna4	IFNAR2	Ifnar2
IFNA4	Ifna15	IFNAR1	Ifnar1
IFNA4	Ifna15	IFNAR2	Ifnar2
IFNA5	Ifna15	IFNAR1	Ifnar1
IFNA5	Ifna15	IFNAR2	Ifnar2
IFNA6	Ifna1	IFNAR1	Ifnar1
IFNA6	Ifna1	IFNAR2	Ifnar2
IFNA7	Ifna4	IFNAR1	Ifnar1
IFNA7	Ifna4	IFNAR2	Ifnar2
IFNA8	Ifna2	IFNAR1	Ifnar1
IFNA8	Ifna2	IFNAR2	Ifnar2
IFNB1	Ifnb1	IFNAR1	Ifnar1
IFNB1	Ifnb1	IFNAR2	Ifnar2
IFNG	Ifng	IFNGR1	Ifngr1
IFNG	Ifng	IFNGR2	Ifngr2
IFNL1	NA	IFNLR1	Ifnlr1
IFNL1	NA	IL10RB	Il10rb
IFNL2	Ifnl3	IFNLR1	Ifnlr1
IFNL2	Ifnl3	IL10RB	Il10rb
IFNL3	Ifnl2	IFNLR1	Ifnlr1
IFNL3	Ifnl2	IL10RB	Il10rb
IFNW1	NA	IFNAR1	Ifnar1
IFNW1	NA	IFNAR2	Ifnar2
IGF1	Igf1	IGF1R	Igf1r
IGF1	Igf1	INSR	Insr
IGF2	Igf2	IGF1R	Igf1r
IGF2	Igf2	IGF2R	Igf2r
IGF2	Igf2	INSR	Insr
IGFBP4	Igfbp4	FZD8	Fzd8
IGFBP4	Igfbp4	LRP6	Lrp6
IGFL1	NA	IGFLR1	Igflr1
IGFL2	NA	IGFLR1	Igflr1
IGFL3	NA	IGFLR1	Igflr1
IHH	Ihh	BOC	Boc
IHH	Ihh	CDON	Cdon
IHH	Ihh	HHIP	Hhip
IHH	Ihh	PTCH1	Ptch1
IHH	Ihh	PTCH2	Ptch2
IL10	Il10	IL10RA	Il10ra
IL10	Il10	IL10RB	Il10rb
IL10	Il10	SIRPG	Sirpb1c
IL11	Il11	IL11RA	Il11ra1
IL11	Il11	IL6ST	Il6st
IL12A	Il12a	CD28	Cd28
IL12A	Il12a	IL12RB1	Il12rb1
IL12A	Il12a	IL12RB2	Il12rb2
IL12B	Il12b	IL12RB1	Il12rb1
IL12B	Il12b	IL12RB2	Il12rb2
IL12B	Il12b	IL23R	Il23r
IL13	Il13	IL13RA1	Il13ra1
IL13	Il13	IL13RA2	Il13ra2
IL13	Il13	IL2RG	Il2rg
IL13	Il13	IL4R	Il4ra
IL15	Il15	IL15RA	Il15ra
IL15	Il15	IL2RA	Il2ra
IL15	Il15	IL2RB	Il2rb
IL15	Il15	IL2RG	Il2rg
IL16	Il16	CCR5	NA
IL16	Il16	CD4	Cd4
IL16	Il16	GRIN2C	Grin2c
IL16	Il16	GRIN2D	Grin2d
IL16	Il16	KCNA3	Kcna3
IL16	Il16	KCND1	Kcnd1
IL16	Il16	KCND2	Kcnd2
IL16	Il16	KCNJ10	Kcnj10
IL16	Il16	KCNJ15	Kcnj15
IL16	Il16	KCNJ4	Kcnj4
IL17A	Il17a	IL17RA	Il17ra
IL17A	Il17a	IL17RC	Il17rc
IL17B	Il17b	IL17RB	Il17rb
IL17F	Il17f	IL17RA	Il17ra
IL18	Il18	CD48	Cd48
IL18	Il18	IL18R1	Il18r1
IL18	Il18	IL18RAP	Il18rap
IL18	Il18	IL1RAPL1	Il1rapl1
IL18	Il18	IL1RL2	Il1rl2
IL19	Il19	IL20RA	Il20ra
IL19	Il19	IL20RB	Il20rb
IL1A	Il1a	IL1R1	Il1r1
IL1A	Il1a	IL1R2	Il1r2
IL1A	Il1a	IL1RAP	Il1rap
IL1B	Il1b	ADRB2	Adrb2
IL1B	Il1b	IL1R1	Il1r1
IL1B	Il1b	IL1R2	Il1r2
IL1B	Il1b	IL1RAP	Il1rap
IL1F10	Il1f10	IL1R1	Il1r1
IL1RN	Il1rn	IL1R1	Il1r1
IL1RN	Il1rn	IL1R2	Il1r2
IL1RN	Il1rn	IL1RL2	Il1rl2
IL20	Il20	IL20RA	Il20ra
IL20	Il20	IL20RB	Il20rb
IL20	Il20	IL22RA1	Il22ra1
IL21	Il21	IL21R	Il21r
IL21	Il21	IL2RG	Il2rg
IL22	Iltifb	IL10RA	Il10ra
IL22	Iltifb	IL10RB	Il10rb
IL22	Iltifb	IL21R	Il21r
IL22	Iltifb	IL22RA1	Il22ra1
IL22	Iltifb	IL22RA2	Il22ra2
IL23A	Il23a	IL12RB1	Il12rb1
IL23A	Il23a	IL23R	Il23r
IL24	Il24	IL20RA	Il20ra
IL24	Il24	IL20RB	Il20rb
IL24	Il24	IL22RA1	Il22ra1
IL25	Il25	IL17RB	Il17rb
IL26	NA	IL20RA	Il20ra
IL27	Il27	IL27RA	Il27ra
IL2	Il2	CD53	Cd53
IL2	Il2	GYPE	NA
IL2	Il2	IL2RA	Il2ra
IL2	Il2	IL2RB	Il2rb
IL2	Il2	IL2RG	Il2rg
IL2	Il2	NGFR	Ngfr
IL31	Il31	IL31RA	Il31ra
IL31	Il31	OSMR	Osmr
IL34	Il34	CSF1R	Csf1r
IL3	NA	CSF2RB	Csf2rb2
IL3	NA	IL3RA	Il3ra
IL4	Il4	CD53	Cd53
IL4	Il4	IL13RA1	Il13ra1
IL4	Il4	IL13RA2	Il13ra2
IL4	Il4	IL2RG	Il2rg
IL4	Il4	IL4R	Il4ra
IL5	Il5	CSF2RB	Csf2rb2
IL5	Il5	IL5RA	Il5ra
IL6	Il6	F3	F3
IL6	Il6	IL6R	Il6ra
IL6	Il6	IL6ST	Il6st
IL7	Il7	IL2RG	Il2rg
IL7	Il7	IL7R	Il7r
IL8	NA	CD79A	Cd79a
IL8	NA	CXCR1	Cxcr2
IL8	NA	CXCR2	Cxcr1
IL8	NA	DARC	NA
IL8	NA	KDR	Kdr
IL8	NA	SDC1	Sdc1
IL8	NA	SDC2	Sdc2
IL8	NA	SDC3	Sdc3
IL9	Il9	IL2RG	Il2rg
IL9	Il9	IL9R	Il9r
INHA	Inha	ACVR1	Acvr1
INHA	Inha	ACVR1B	Acvr1b
INHA	Inha	ACVR2A	Acvr2a
INHA	Inha	ACVR2B	Acvr2b
INHA	Inha	TGFBR3	Tgfbr3
INHBA	Inhba	ACVR1	Acvr1
INHBA	Inhba	ACVR1B	Acvr1b
INHBA	Inhba	ACVR2A	Acvr2a
INHBA	Inhba	ACVR2B	Acvr2b
INHBA	Inhba	BAMBI	Bambi
INHBA	Inhba	ENG	Eng
INHBA	Inhba	TGFBR3	Tgfbr3
INHBB	Inhbb	ACVR1	Acvr1
INHBB	Inhbb	ACVR1B	Acvr1b
INHBB	Inhbb	ACVR1C	Acvr1c
INHBB	Inhbb	ACVR2A	Acvr2a
INHBB	Inhbb	ACVR2B	Acvr2b
INHBC	Inhbc	ACVR1	Acvr1
INHBC	Inhbc	ACVR1B	Acvr1b
INHBC	Inhbc	ACVR2A	Acvr2a
INHBC	Inhbc	ACVR2B	Acvr2b
INHBE	Inhbe	ACVR1	Acvr1
INHBE	Inhbe	ACVR1B	Acvr1b
INHBE	Inhbe	ACVR2A	Acvr2a
INHBE	Inhbe	ENG	Eng
INSL3	Insl3	RXFP2	Rxfp2
INSL5	Insl5	RXFP3	Rxfp3
INSL5	Insl5	RXFP4	Rxfp4
INS	Ins1	IGF1R	Igf1r
INS	Ins1	INSR	Insr
INS	Ins1	LRP2	Lrp2
ITGB3BP	Itgb3bp	ITGB3	Itgb3
ITGB3BP	Itgb3bp	ITGB5	Itgb5
ITIH2	Itih2	FCER1A	Fcer1a
JAG1	Jag1	NOTCH1	Notch1
JAG1	Jag1	NOTCH2	Notch2
JAG1	Jag1	NOTCH3	Notch3
JAG1	Jag1	NOTCH4	Notch4
JAG2	Jag2	NOTCH1	Notch1
JAG2	Jag2	NOTCH2	Notch2
JAG2	Jag2	NOTCH3	Notch3
JAG2	Jag2	NOTCH4	Notch4
KAL1	NA	FGFR1	Fgfr1
KAL1	NA	SDC2	Sdc2
KISS1	Gm28040	KISS1R	Kiss1r
KISS1	Gm28040	MMP24	Mmp24
KITLG	Kitl	EPOR	Epor
KITLG	Kitl	KIT	Kit
KLK3	Klk1b16	EPOR	Epor
KNG1	Kng2	BDKRB1	Bdkrb1
KNG1	Kng2	BDKRB2	Bdkrb2
KNG1	Kng2	CD93	Cd93
KNG1	Kng2	GP1BA	Gp1ba
KNG1	Kng2	GPR135	Gpr135
KNG1	Kng2	ITGAM	Itgam
KNG1	Kng2	ITGB2	Itgb2
KNG1	Kng2	PLAUR	Plaur
KNG1	Kng2	RXFP4	Rxfp4
KNG1	Kng2	SDC2	Sdc2
KRTAP4-12	Gm11563	AQP1	Aqp1
KRTAP4-12	Gm11563	CATSPER1	Catsper1
KRTAP4-12	Gm11563	CLDN2	Cldn2
KRTAP4-12	Gm11563	CNTFR	Cntfr
KRTAP4-12	Gm11563	DLK2	Dlk2
KRTAP4-12	Gm11563	LINGO1	Lingo1
KRTAP4-12	Gm11563	PDGFRB	Pdgfrb
KRTAP4-12	Gm11563	PLSCR4	Plscr4
L1CAM	L1cam	CNTN1	Cntn1
L1CAM	L1cam	EGFR	Egfr
L1CAM	L1cam	EPHB2	Ephb2
L1CAM	L1cam	ERBB2	Erbb2
L1CAM	L1cam	ERBB3	Erbb3
L1CAM	L1cam	FGFR2	Fgfr2
L1CAM	L1cam	ITGA5	Itga5
L1CAM	L1cam	ITGAV	Itgav
LACRT	NA	SDC1	Sdc1
LAMA1	Lama1	GPC1	Gpc1
LAMA1	Lama1	ITGA1	Itga1
LAMA1	Lama1	ITGA2	Itga2
LAMA1	Lama1	ITGA3	Itga3
LAMA1	Lama1	ITGA6	Itga6
LAMA1	Lama1	ITGA7	Itga7
LAMA1	Lama1	ITGB1	Itgb1
LAMA1	Lama1	ITGB4	Itgb4
LAMA1	Lama1	ITGB8	Itgb8
LAMA1	Lama1	NT5E	Nt5e
LAMA1	Lama1	RPSA	Rpsa
LAMA1	Lama1	SDC2	Sdc2
LAMA1	Lama1	SDC4	Sdc4
LAMA1	Lama1	TMPRSS6	Tmprss6
LAMA2	Lama2	ITGA1	Itga1
LAMA2	Lama2	ITGA2	Itga2
LAMA2	Lama2	ITGA3	Itga3
LAMA2	Lama2	ITGA6	Itga6
LAMA2	Lama2	ITGA7	Itga7
LAMA2	Lama2	ITGB1	Itgb1
LAMA2	Lama2	ITGB4	Itgb4
LAMA2	Lama2	RPSA	Rpsa
LAMA3	Lama3	SDC2	Sdc2
LAMA4	Lama4	ITGA3	Itga3
LAMA4	Lama4	ITGA6	Itga6
LAMA4	Lama4	ITGAV	Itgav
LAMA4	Lama4	ITGB1	Itgb1
LAMA5	Lama5	BCAM	Bcam
LAMA5	Lama5	ITGA2	Itga2
LAMA5	Lama5	ITGA3	Itga3
LAMA5	Lama5	ITGA6	Itga6
LAMA5	Lama5	ITGB1	Itgb1
LAMA5	Lama5	ITGB4	Itgb4
LAMA5	Lama5	SDC1	Sdc1
LAMB1	Lamb1	ITGA1	Itga1
LAMB1	Lamb1	ITGA2	Itga2
LAMB1	Lamb1	ITGA3	Itga3
LAMB1	Lamb1	ITGA6	Itga6
LAMB1	Lamb1	ITGA7	Itga7
LAMB1	Lamb1	ITGAV	Itgav
LAMB1	Lamb1	ITGB1	Itgb1
LAMB1	Lamb1	ITGB4	Itgb4
LAMB2	Lamb2	RPSA	Rpsa
LAMB3	Lamb3	CD151	Cd151
LAMB3	Lamb3	COL17A1	Col17a1
LAMB3	Lamb3	ITGA2	Itga2
LAMB3	Lamb3	ITGA3	Itga3
LAMB3	Lamb3	ITGA6	Itga6
LAMB3	Lamb3	ITGB1	Itgb1
LAMB3	Lamb3	ITGB4	Itgb4
LAMC1	Lamc1	ITGA1	Itga1
LAMC1	Lamc1	ITGA2	Itga2
LAMC1	Lamc1	ITGA3	Itga3
LAMC1	Lamc1	ITGA6	Itga6
LAMC1	Lamc1	ITGA7	Itga7
LAMC1	Lamc1	ITGAV	Itgav
LAMC1	Lamc1	ITGB1	Itgb1
LAMC1	Lamc1	ITGB4	Itgb4
LAMC2	Lamc2	CD151	Cd151
LAMC2	Lamc2	COL17A1	Col17a1
LAMC2	Lamc2	ITGA2	Itga2
LAMC2	Lamc2	ITGA3	Itga3
LAMC2	Lamc2	ITGA6	Itga6
LAMC2	Lamc2	ITGB1	Itgb1
LAMC2	Lamc2	ITGB4	Itgb4
LAMC3	Lamc3	ITGA2	Itga2
LAMC3	Lamc3	ITGA3	Itga3
LAMC3	Lamc3	ITGA6	Itga6
LAMC3	Lamc3	ITGB1	Itgb1
LAMC3	Lamc3	ITGB4	Itgb4
LCN1	NA	LMBR1L	Lmbr1l
LCN2	NA	LRP2	Lrp2
LEFTY2	Lefty2	ACVR2B	Acvr2b
LEP	Lep	LEPR	Lepr
LEP	Lep	LRP2	Lrp2
LGALS3BP	Lgals3bp	ITGB1	Itgb1
LGALS3BP	Lgals3bp	VANGL1	Vangl1
LHB	Lhb	LHCGR	Lhcgr
LIF	Lif	IL6ST	Il6st
LIF	Lif	LIFR	Lifr
LIN7C	Lin7c	ABCA1	Abca1
LIN7C	Lin7c	HTR2C	Htr2c
LIN7C	Lin7c	KCNJ4	Kcnj4
LIPC	Lipc	LRP1	Lrp1
LIPH	Liph	LPAR1	Lpar1
LIPH	Liph	LPAR2	Lpar2
LIPH	Liph	LPAR4	Lpar4
LPA	Plg	ITGAM	Itgam
LPA	Plg	ITGB2	Itgb2
LPA	Plg	LRP2	Lrp2
LPL	Lpl	CD44	Cd44
LPL	Lpl	GPIHBP1	Gpihbp1
LPL	Lpl	LRP1	Lrp1
LPL	Lpl	LRP2	Lrp2
LPL	Lpl	SDC1	Sdc1
LPL	Lpl	VLDLR	Vldlr
LRP1B	Lrp1b	PLAUR	Plaur
LRPAP1	Lrpap1	LDLR	Ldlr
LRPAP1	Lrpap1	LRP1	Lrp1
LRPAP1	Lrpap1	LRP2	Lrp2
LRPAP1	Lrpap1	LRP8	Lrp8
LRPAP1	Lrpap1	SORL1	Sorl1
LRPAP1	Lrpap1	SORT1	Sort1
LRPAP1	Lrpap1	VLDLR	Vldlr
LTA	Lta	CACHD1	Cachd1
LTA	Lta	EDNRA	Ednra
LTA	Lta	LTBR	Ltbr
LTA	Lta	TNFRSF14	Tnfrsf14
LTA	Lta	TNFRSF1A	Tnfrsf1a
LTA	Lta	TNFRSF1B	Tnfrsf1b
LTBP1	Ltbp1	ITGB5	Itgb5
LTBP3	Ltbp3	ITGB5	Itgb5
LTB	Ltb	CD40	Cd40
LTB	Ltb	LTBR	Ltbr
LTB	Ltb	TNFRSF1A	Tnfrsf1a
LTF	Ltf	GP9	Gp9
LTF	Ltf	GPR162	Gpr162
LTF	Ltf	LRP1	Lrp1
LTF	Ltf	LRP11	Lrp11
LTF	Ltf	TFRC	Tfrc
LY6G5C	Ly6g5c	TMEM8A	Tmem8
LY86	Ly86	CD180	Cd180
LYPD3	Lypd3	AGR2	Agr2
LYZ	Lyz1	ITGAL	Itgal
MADCAM1	Madcam1	CD44	Cd44
MADCAM1	Madcam1	ITGA4	Itga4
MADCAM1	Madcam1	ITGB7	Itgb7
MATN1	Matn1	ITGA1	Itga1
MATN1	Matn1	ITGB1	Itgb1
MATN1	Matn1	PTPRD	Ptprd
MBL2	Mbl2	CALCR	Calcr
MBL2	Mbl2	CD93	Cd93
MDK	Mdk	ALK	Alk
MDK	Mdk	GPC2	Gpc2
MDK	Mdk	ITGA4	Itga4
MDK	Mdk	ITGA6	Itga6
MDK	Mdk	ITGB1	Itgb1
MDK	Mdk	LRP1	Lrp1
MDK	Mdk	LRP2	Lrp2
MDK	Mdk	PTPRB	Ptprb
MDK	Mdk	PTPRZ1	Ptprz1
MDK	Mdk	SDC1	Sdc1
MDK	Mdk	SDC3	Sdc3
MDK	Mdk	SDC4	Sdc4
MDK	Mdk	TSPAN1	Tspan1
MEPE	Mepe	PHEX	Phex
MFAP2	Mfap2	NOTCH1	Notch1
MFAP5	Mfap5	NOTCH1	Notch1
MFGE8	Mfge8	ITGAV	Itgav
MFGE8	Mfge8	ITGB3	Itgb3
MFGE8	Mfge8	PDGFRB	Pdgfrb
MFI2	Mfi2	TFRC	Tfrc
MFNG	Mfng	NOTCH1	Notch1
MFNG	Mfng	NOTCH2	Notch2
MIA	Mia	CDH19	Cdh19
MIA	Mia	CDH7	Cdh7
MLLT4	Mllt4	EPHA7	Epha7
MLLT4	Mllt4	EPHB2	Ephb2
MLLT4	Mllt4	EPHB3	Ephb3
MLLT4	Mllt4	EPHB6	Ephb6
MLLT4	Mllt4	F11R	F11r
MLLT4	Mllt4	NRXN2	Nrxn2
MLLT4	Mllt4	NRXN3	Nrxn3
MLLT4	Mllt4	PVRL1	Pvrl1
MLLT4	Mllt4	PVRL2	Pvrl2
MLLT4	Mllt4	PVRL3	Pvrl3
MLLT4	Mllt4	PVRL4	Pvrl4
MLN	NA	MLNR	NA
MMP12	Mmp12	PLAUR	Plaur
MMP13	Mmp13	LRP1	Lrp1
MMP1	Mmp1a	CD44	Cd44
MMP1	Mmp1a	ITGA2	Itga2
MMP2	Mmp2	SDC2	Sdc2
MMP7	Mmp7	CD151	Cd151
MMP7	Mmp7	CD44	Cd44
MMP7	Mmp7	CDH6	Cdh6
MMP7	Mmp7	ERBB4	Erbb4
MMP9	Mmp9	CD44	Cd44
MMP9	Mmp9	EPHB2	Ephb2
MMP9	Mmp9	ITGAM	Itgam
MMP9	Mmp9	ITGB2	Itgb2
MMP9	Mmp9	LRP1	Lrp1
MST1	Mst1	MST1R	Mst1r
MSTN	Mstn	ACVR2B	Acvr2b
MUC2	NA	AGR2	Agr2
MUC7	NA	SELL	Sell
MYOC	Myoc	FZD1	Fzd1
MYOC	Myoc	FZD10	Fzd10
MYOC	Myoc	FZD3	Fzd3
MYOC	Myoc	FZD4	Fzd4
MYOC	Myoc	FZD7	Fzd7
NAMPT	Nampt	INSR	Insr
NCAM1	Ncam1	CACNA1C	Cacna1c
NCAM1	Ncam1	FGFR1	Fgfr1
NCAM1	Ncam1	FGFR2	Fgfr2
NCAM1	Ncam1	GFRA1	Gfra1
NCAM1	Ncam1	PTPRA	Ptpra
NCAM1	Ncam1	ROBO1	Robo1
NCAM1	Ncam1	ROBO3	Robo3
NCAN	Ncan	CDH2	Cdh2
NCAN	Ncan	SDC3	Sdc3
NDP	Ndp	FZD4	Fzd4
NDP	Ndp	LGR4	Lgr4
NGF	Ngf	KIDINS220	Kidins220
NGF	Ngf	MAGED1	Maged1
NGF	Ngf	NGFR	Ngfr
NGF	Ngf	NGFRAP1	Ngfrap1
NGF	Ngf	NTRK1	Ntrk1
NGF	Ngf	SORCS3	Sorcs3
NGF	Ngf	SORT1	Sort1
NID1	Nid1	COL13A1	Col13a1
NID1	Nid1	ITGA3	Itga3
NID1	Nid1	ITGAV	Itgav
NID1	Nid1	ITGB1	Itgb1
NID1	Nid1	ITGB3	Itgb3
NID1	Nid1	PTPRF	Ptprf
NID2	Nid2	COL13A1	Col13a1
NLGN1	Nlgn1	NRXN1	Nrxn1
NLGN1	Nlgn1	NRXN2	Nrxn2
NLGN1	Nlgn1	NRXN3	Nrxn3
NLGN2	Nlgn2	NRXN1	Nrxn1
NLGN2	Nlgn2	NRXN2	Nrxn2
NLGN2	Nlgn2	NRXN3	Nrxn3
NLGN3	Nlgn3	NRXN1	Nrxn1
NLGN3	Nlgn3	NRXN2	Nrxn2
NLGN3	Nlgn3	NRXN3	Nrxn3
NMB	Nmb	BRS3	Brs3
NMB	Nmb	GRPR	Grpr
NMB	Nmb	NMBR	Nmbr
NMS	Nms	NMUR1	Nmur1
NMS	Nms	NMUR2	Nmur2
NMU	Nmu	NMUR1	Nmur1
NMU	Nmu	NMUR2	Nmur2
NODAL	Nodal	ACVR1B	Acvr1b
NODAL	Nodal	ACVR1C	Acvr1c
NODAL	Nodal	ACVR2A	Acvr2a
NODAL	Nodal	ACVR2B	Acvr2b
NOV	Nov	NOTCH1	Notch1
NOV	Nov	PLXNA1	Plxna1
NPB	Npb	NPBWR1	Npbwr1
NPB	Npb	NPBWR2	NA
NPFF	Npff	NPFFR1	Npffr1
NPFF	Npff	NPFFR2	Npffr2
NPNT	Npnt	ITGA8	Itga8
NPNT	Npnt	ITGB1	Itgb1
NPPA	Nppa	NPR1	Npr1
NPPA	Nppa	NPR3	Npr3
NPPB	NA	NPR1	Npr1
NPPB	NA	NPR2	Npr2
NPPB	NA	NPR3	Npr3
NPPC	Nppc	NPR2	Npr2
NPPC	Nppc	NPR3	Npr3
NPS	Nps	NPSR1	Npsr1
NPVF	Npvf	NPFFR1	Npffr1
NPVF	Npvf	NPFFR2	Npffr2
NPW	Npw	NPBWR1	Npbwr1
NPW	Npw	NPBWR2	NA
NPY	Npy	FAP	Fap
NPY	Npy	MC4R	Mc4r
NPY	Npy	NPFFR2	Npffr2
NPY	Npy	NPY1R	Npy1r
NPY	Npy	NPY2R	Npy2r
NPY	Npy	NPY4R	Npy4r
NPY	Npy	NPY5R	Npy5r
NPY	Npy	PRLHR	Prlhr
NRG1	Nrg1	ERBB2	Erbb2
NRG1	Nrg1	ERBB3	Erbb3
NRG1	Nrg1	ERBB4	Erbb4
NRG1	Nrg1	GPC1	Gpc1
NRG2	Nrg2	ERBB2	Erbb2
NRG2	Nrg2	ERBB3	Erbb3
NRG2	Nrg2	ERBB4	Erbb4
NRG3	Nrg3	ERBB4	Erbb4
NRG4	Nrg4	EGFR	Egfr
NRG4	Nrg4	ERBB2	Erbb2
NRG4	Nrg4	ERBB4	Erbb4
NRTN	Nrtn	GFRA1	Gfra1
NRTN	Nrtn	GFRA2	Gfra2
NRTN	Nrtn	RET	Ret
NTF3	Ntf3	NGFR	Ngfr
NTF3	Ntf3	NTRK1	Ntrk1
NTF3	Ntf3	NTRK2	Ntrk2
NTF3	Ntf3	NTRK3	Ntrk3
NTF4	Ntf5	NGFR	Ngfr
NTF4	Ntf5	NGFRAP1	Ngfrap1
NTF4	Ntf5	NTRK1	Ntrk1
NTF4	Ntf5	NTRK2	Ntrk2
NTF4	Ntf5	NTRK3	Ntrk3
NTN1	Ntn1	ADORA2B	Adora2b
NTN1	Ntn1	DCC	Dcc
NTN1	Ntn1	NEO1	Neo1
NTN1	Ntn1	UNC5A	Unc5a
NTN1	Ntn1	UNC5B	Unc5b
NTN1	Ntn1	UNC5C	Unc5c
NTN1	Ntn1	UNC5D	Unc5d
NTN3	Ntn3	CDON	Cdon
NTN3	Ntn3	NEO1	Neo1
NTN4	Ntn4	DCC	Dcc
NTN4	Ntn4	UNC5A	Unc5a
NTNG1	Ntng1	LRRC4C	Lrrc4c
NTNG2	Ntng2	LRRC4	Lrrc4
NTNG2	Ntng2	LRRC4C	Lrrc4c
NTS	Nts	NGFR	Ngfr
